age,num_previous_recidivisms,race_Caucasian,race_Hispanic,race_Other,gender_Male,registeredSexOffender_TRUE,violentOffender_TRUE,gangMember_x_TRUE,homeless_TRUE,employmentStatus_Full_Time,employmentStatus_Part_Time,employmentStatus_Unemployed,HighestEducationLevel_High_School_Diploma,HighestEducationLevel_No_HS_Diploma,HighestEducationLevel_Some_College,licenseStatus_Not_Suspended,licenseStatus_Suspended,Recidivism
57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
51,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
36,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
30,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
37,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
43,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
54,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
30,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
59,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
27,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
38,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
37,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
46,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
41,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
39,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
33,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
28,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
33,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
73,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
34,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
19,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
57,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
46,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
23,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
34,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
46,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
39,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
69,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
31,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
28,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
59,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
51,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
43,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
27,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
29,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
50,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
31,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
31,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
24,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
43,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
31,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
45,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
46,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
40,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
52,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
62,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
38,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
42,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
51,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
20,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
37,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
39,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
30,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
30,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
24,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1
45,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
42,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
25,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
55,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
37,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
53,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
57,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
40,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
58,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
19,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
34,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
33,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
64,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
35,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
53,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
46,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
50,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
39,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
26,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
30,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
39,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
50,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
56,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
46,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
39,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
54,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
67,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
30,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
31,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
29,26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
40,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
32,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
35,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
59,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
44,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
61,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
45,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
35,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
39,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
33,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
53,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
47,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
31,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
26,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
27,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
61,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
41,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
39,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
29,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
39,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
43,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
33,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
73,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
47,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
39,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
45,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
54,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
42,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
54,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
47,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
23,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
38,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
48,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
48,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
36,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
21,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
66,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
36,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
39,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
35,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
46,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
61,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
31,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
40,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
49,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
61,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
65,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
38,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
30,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
39,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
31,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
56,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
73,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
67,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
33,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
27,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
47,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
