,ocp_jl,ocp_wr,ocp_hd,class_mild,need,placement,ocp_jl_low_los,ocp_jl_total,ocp_wr_low_los,ocp_wr_total,ocp_hd_low_los,ocp_hd_total
2475,,,,1,0,home detention,171.0,389.0,88.0,163.0,189.0,362.0
2476,,,,1,0,home detention,171.0,389.0,88.0,163.0,189.0,362.0
2477,,,,0,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2478,,,,0,0,jail,166.0,386.0,79.0,161.0,198.0,364.0
2479,,,,0,0,jail,166.0,386.0,79.0,161.0,198.0,364.0
2480,,,,0,0,jail,166.0,386.0,79.0,161.0,198.0,364.0
2481,,,,0,0,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2482,,,,1,1,jail,166.0,386.0,79.0,161.0,198.0,364.0
2483,,,,1,1,jail,166.0,386.0,79.0,161.0,198.0,364.0
2484,,,,1,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2485,,,,1,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2486,,,,1,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2487,,,,1,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2488,,,,1,1,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2489,,,,1,0,jail,166.0,386.0,79.0,161.0,198.0,364.0
2490,,,,1,0,jail,166.0,386.0,79.0,161.0,198.0,364.0
2491,,,,1,0,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2492,,,,1,0,home detention,166.0,386.0,79.0,161.0,198.0,364.0
2493,,,,0,1,jail,171.0,391.0,71.0,151.0,205.0,373.0
2494,,,,0,1,jail,171.0,391.0,71.0,151.0,205.0,373.0
2495,,,,0,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2496,,,,0,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2497,,,,1,1,home detention,171.0,391.0,71.0,151.0,205.0,373.0
2498,,,,1,1,home detention,171.0,391.0,71.0,151.0,205.0,373.0
2499,,,,1,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2500,,,,1,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2501,,,,1,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2502,,,,1,0,jail,171.0,391.0,71.0,151.0,205.0,373.0
2503,,,,1,0,home detention,171.0,391.0,71.0,151.0,205.0,373.0
2504,,,,1,0,home detention,171.0,391.0,71.0,151.0,205.0,373.0
2505,,,,1,0,home detention,171.0,391.0,71.0,151.0,205.0,373.0
2506,,,,0,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2507,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2508,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2509,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2510,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2511,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2512,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2513,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2514,,,,1,1,work release,178.0,396.0,71.0,147.0,211.0,370.0
2515,,,,1,0,work release,178.0,396.0,71.0,147.0,211.0,370.0
2516,,,,0,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2517,,,,0,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2518,,,,1,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2519,,,,1,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2520,,,,1,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2521,,,,1,1,home detention,172.0,390.0,81.0,157.0,211.0,370.0
2522,,,,1,0,jail,172.0,390.0,81.0,157.0,211.0,370.0
2523,,,,1,0,jail,172.0,390.0,81.0,157.0,211.0,370.0
2524,,,,1,0,jail,172.0,390.0,81.0,157.0,211.0,370.0
2525,,,,0,1,jail,170.0,390.0,81.0,157.0,212.0,368.0
2526,,,,0,1,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2527,,,,0,1,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2528,,,,0,0,jail,170.0,390.0,81.0,157.0,212.0,368.0
2529,,,,0,0,jail,170.0,390.0,81.0,157.0,212.0,368.0
2530,,,,0,0,jail,170.0,390.0,81.0,157.0,212.0,368.0
2531,,,,1,1,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2532,,,,1,1,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2533,,,,1,0,jail,170.0,390.0,81.0,157.0,212.0,368.0
2534,,,,1,0,jail,170.0,390.0,81.0,157.0,212.0,368.0
2535,,,,1,0,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2536,,,,1,0,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2537,,,,1,0,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2538,,,,1,0,home detention,170.0,390.0,81.0,157.0,212.0,368.0
2539,,,,0,1,home detention,171.0,396.0,76.0,156.0,214.0,368.0
2540,,,,0,1,home detention,171.0,396.0,76.0,156.0,214.0,368.0
2541,,,,0,0,jail,171.0,396.0,76.0,156.0,214.0,368.0
2542,,,,1,0,jail,171.0,396.0,76.0,156.0,214.0,368.0
2543,,,,1,0,jail,171.0,396.0,76.0,156.0,214.0,368.0
2544,,,,1,0,jail,171.0,396.0,76.0,156.0,214.0,368.0
2545,,,,1,0,home detention,171.0,396.0,76.0,156.0,214.0,368.0
2546,,,,0,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2547,,,,0,0,jail,167.0,391.0,69.0,153.0,211.0,366.0
2548,,,,0,0,jail,167.0,391.0,69.0,153.0,211.0,366.0
2549,,,,1,1,jail,167.0,391.0,69.0,153.0,211.0,366.0
2550,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2551,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2552,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2553,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2554,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2555,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2556,,,,1,1,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2557,,,,1,0,jail,167.0,391.0,69.0,153.0,211.0,366.0
2558,,,,1,0,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2559,,,,1,0,home detention,167.0,391.0,69.0,153.0,211.0,366.0
2560,,,,0,1,jail,166.0,394.0,58.0,149.0,215.0,376.0
2561,,,,0,0,jail,166.0,394.0,58.0,149.0,215.0,376.0
2562,,,,0,0,jail,166.0,394.0,58.0,149.0,215.0,376.0
2563,,,,1,1,jail,166.0,394.0,58.0,149.0,215.0,376.0
2564,,,,1,1,jail,166.0,394.0,58.0,149.0,215.0,376.0
2565,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2566,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2567,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2568,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2569,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2570,,,,1,1,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2571,,,,1,0,jail,166.0,394.0,58.0,149.0,215.0,376.0
2572,,,,1,0,jail,166.0,394.0,58.0,149.0,215.0,376.0
2573,,,,1,0,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2574,,,,1,0,home detention,166.0,394.0,58.0,149.0,215.0,376.0
2575,,,,0,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2576,,,,0,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2577,,,,0,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2578,,,,0,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2579,,,,0,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2580,,,,0,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2581,,,,0,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2582,,,,1,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2583,,,,1,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2584,,,,1,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2585,,,,1,1,work release,175.0,400.0,58.0,137.0,219.0,378.0
2586,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2587,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2588,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2589,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2590,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2591,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2592,,,,1,0,work release,175.0,400.0,58.0,137.0,219.0,378.0
2593,,,,0,1,jail,161.0,397.0,76.0,155.0,221.0,377.0
2594,,,,1,1,jail,161.0,397.0,76.0,155.0,221.0,377.0
2595,,,,1,1,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2596,,,,1,1,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2597,,,,1,1,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2598,,,,1,1,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2599,,,,1,1,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2600,,,,1,0,jail,161.0,397.0,76.0,155.0,221.0,377.0
2601,,,,1,0,jail,161.0,397.0,76.0,155.0,221.0,377.0
2602,,,,1,0,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2603,,,,1,0,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2604,,,,1,0,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2605,,,,1,0,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2606,,,,1,0,home detention,161.0,397.0,76.0,155.0,221.0,377.0
2607,,,,0,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2608,,,,0,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2609,,,,0,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2610,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2611,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2612,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2613,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2614,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2615,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2616,,,,1,1,work release,160.0,395.0,76.0,148.0,227.0,382.0
2617,,,,1,0,work release,160.0,395.0,76.0,148.0,227.0,382.0
2618,,,,1,0,work release,160.0,395.0,76.0,148.0,227.0,382.0
2619,,,,1,0,work release,160.0,395.0,76.0,148.0,227.0,382.0
2620,,,,1,0,work release,160.0,395.0,76.0,148.0,227.0,382.0
2621,,,,0,1,home detention,155.0,391.0,87.0,151.0,222.0,382.0
2622,,,,0,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2623,,,,0,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2624,,,,0,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2625,,,,0,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2626,,,,0,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2627,,,,1,1,home detention,155.0,391.0,87.0,151.0,222.0,382.0
2628,,,,1,1,home detention,155.0,391.0,87.0,151.0,222.0,382.0
2629,,,,1,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2630,,,,1,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2631,,,,1,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2632,,,,1,0,jail,155.0,391.0,87.0,151.0,222.0,382.0
2633,,,,1,0,home detention,155.0,391.0,87.0,151.0,222.0,382.0
2634,,,,0,1,jail,163.0,395.0,74.0,151.0,224.0,378.0
2635,,,,0,1,home detention,163.0,395.0,74.0,151.0,224.0,378.0
2636,,,,0,0,jail,163.0,395.0,74.0,151.0,224.0,378.0
2637,,,,0,0,jail,163.0,395.0,74.0,151.0,224.0,378.0
2638,,,,1,1,home detention,163.0,395.0,74.0,151.0,224.0,378.0
2639,,,,1,1,home detention,163.0,395.0,74.0,151.0,224.0,378.0
2640,,,,1,0,jail,163.0,395.0,74.0,151.0,224.0,378.0
2641,,,,1,0,home detention,163.0,395.0,74.0,151.0,224.0,378.0
2642,,,,1,1,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2643,,,,1,1,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2644,,,,1,1,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2645,,,,1,0,jail,162.0,398.0,74.0,151.0,222.0,373.0
2646,,,,1,0,jail,162.0,398.0,74.0,151.0,222.0,373.0
2647,,,,1,0,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2648,,,,1,0,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2649,,,,1,0,home detention,162.0,398.0,74.0,151.0,222.0,373.0
2650,,,,0,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2651,,,,0,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2652,,,,0,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2653,,,,0,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2654,,,,0,0,work release,155.0,396.0,73.0,144.0,224.0,376.0
2655,,,,1,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2656,,,,1,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2657,,,,1,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2658,,,,1,1,work release,155.0,396.0,73.0,144.0,224.0,376.0
2659,,,,1,0,work release,155.0,396.0,73.0,144.0,224.0,376.0
2660,,,,1,0,work release,155.0,396.0,73.0,144.0,224.0,376.0
2661,,,,1,0,work release,155.0,396.0,73.0,144.0,224.0,376.0
2662,,,,1,0,work release,155.0,396.0,73.0,144.0,224.0,376.0
2663,,,,0,1,jail,153.0,383.0,84.0,158.0,224.0,377.0
2664,,,,0,1,jail,153.0,383.0,84.0,158.0,224.0,377.0
2665,,,,0,1,jail,153.0,383.0,84.0,158.0,224.0,377.0
2666,,,,0,1,home detention,153.0,383.0,84.0,158.0,224.0,377.0
2667,,,,1,0,jail,153.0,383.0,84.0,158.0,224.0,377.0
2668,,,,0,1,work release,155.0,382.0,84.0,145.0,224.0,368.0
2669,,,,0,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2670,,,,0,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2671,,,,0,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2672,,,,0,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2673,,,,1,1,work release,155.0,382.0,84.0,145.0,224.0,368.0
2674,,,,1,1,work release,155.0,382.0,84.0,145.0,224.0,368.0
2675,,,,1,1,work release,155.0,382.0,84.0,145.0,224.0,368.0
2676,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2677,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2678,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2679,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2680,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2681,,,,1,0,work release,155.0,382.0,84.0,145.0,224.0,368.0
2682,,,,0,1,jail,155.0,374.0,98.0,155.0,224.0,359.0
2683,,,,0,1,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2684,,,,0,0,jail,155.0,374.0,98.0,155.0,224.0,359.0
2685,,,,0,0,jail,155.0,374.0,98.0,155.0,224.0,359.0
2686,,,,1,1,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2687,,,,1,1,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2688,,,,1,1,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2689,,,,1,1,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2690,,,,1,0,jail,155.0,374.0,98.0,155.0,224.0,359.0
2691,,,,1,0,jail,155.0,374.0,98.0,155.0,224.0,359.0
2692,,,,1,0,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2693,,,,1,0,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2694,,,,1,0,home detention,155.0,374.0,98.0,155.0,224.0,359.0
2695,,,,0,1,jail,156.0,376.0,94.0,155.0,226.0,364.0
2696,,,,0,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2697,,,,0,0,jail,156.0,376.0,94.0,155.0,226.0,364.0
2698,,,,1,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2699,,,,1,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2700,,,,1,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2701,,,,1,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2702,,,,1,1,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2703,,,,1,0,jail,156.0,376.0,94.0,155.0,226.0,364.0
2704,,,,1,0,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2705,,,,1,0,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2706,,,,1,0,home detention,156.0,376.0,94.0,155.0,226.0,364.0
2707,,,,0,1,jail,157.0,380.0,82.0,155.0,234.0,366.0
2708,,,,0,0,jail,157.0,380.0,82.0,155.0,234.0,366.0
2709,,,,1,1,jail,157.0,380.0,82.0,155.0,234.0,366.0
2710,,,,1,1,home detention,157.0,380.0,82.0,155.0,234.0,366.0
2711,,,,1,1,home detention,157.0,380.0,82.0,155.0,234.0,366.0
2712,,,,1,0,jail,157.0,380.0,82.0,155.0,234.0,366.0
2713,,,,1,0,jail,157.0,380.0,82.0,155.0,234.0,366.0
2714,,,,1,0,jail,157.0,380.0,82.0,155.0,234.0,366.0
2715,,,,1,0,home detention,157.0,380.0,82.0,155.0,234.0,366.0
2716,,,,1,0,home detention,157.0,380.0,82.0,155.0,234.0,366.0
2717,,,,0,1,jail,158.0,380.0,81.0,152.0,235.0,369.0
2718,,,,0,1,home detention,158.0,380.0,81.0,152.0,235.0,369.0
2719,,,,0,1,home detention,158.0,380.0,81.0,152.0,235.0,369.0
2720,,,,1,1,home detention,158.0,380.0,81.0,152.0,235.0,369.0
2721,,,,1,0,jail,158.0,380.0,81.0,152.0,235.0,369.0
2722,,,,1,0,jail,158.0,380.0,81.0,152.0,235.0,369.0
2723,,,,1,0,jail,158.0,380.0,81.0,152.0,235.0,369.0
2724,,,,1,0,home detention,158.0,380.0,81.0,152.0,235.0,369.0
2725,,,,1,0,home detention,158.0,380.0,81.0,152.0,235.0,369.0
2726,,,,1,1,jail,160.0,373.0,81.0,151.0,237.0,375.0
2727,,,,1,1,jail,160.0,373.0,81.0,151.0,237.0,375.0
2728,,,,1,1,jail,160.0,373.0,81.0,151.0,237.0,375.0
2729,,,,1,1,jail,160.0,373.0,81.0,151.0,237.0,375.0
2730,,,,1,1,home detention,160.0,373.0,81.0,151.0,237.0,375.0
2731,,,,1,1,home detention,160.0,373.0,81.0,151.0,237.0,375.0
2732,,,,1,1,home detention,160.0,373.0,81.0,151.0,237.0,375.0
2733,,,,1,1,home detention,160.0,373.0,81.0,151.0,237.0,375.0
2734,,,,1,0,jail,160.0,373.0,81.0,151.0,237.0,375.0
2735,,,,1,0,jail,160.0,373.0,81.0,151.0,237.0,375.0
2736,,,,0,1,work release,159.0,373.0,68.0,147.0,240.0,379.0
2737,,,,0,1,work release,159.0,373.0,68.0,147.0,240.0,379.0
2738,,,,1,1,work release,159.0,373.0,68.0,147.0,240.0,379.0
2739,,,,1,0,work release,159.0,373.0,68.0,147.0,240.0,379.0
2740,,,,1,0,work release,159.0,373.0,68.0,147.0,240.0,379.0
2741,,,,1,0,work release,159.0,373.0,68.0,147.0,240.0,379.0
2742,,,,1,0,work release,159.0,373.0,68.0,147.0,240.0,379.0
2743,,,,0,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2744,,,,0,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2745,,,,0,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2746,,,,1,1,home detention,156.0,369.0,75.0,154.0,233.0,374.0
2747,,,,1,1,home detention,156.0,369.0,75.0,154.0,233.0,374.0
2748,,,,1,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2749,,,,1,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2750,,,,1,0,jail,156.0,369.0,75.0,154.0,233.0,374.0
2751,,,,1,0,home detention,156.0,369.0,75.0,154.0,233.0,374.0
2752,,,,1,0,home detention,156.0,369.0,75.0,154.0,233.0,374.0
2753,,,,0,1,jail,159.0,376.0,75.0,150.0,237.0,373.0
2754,,,,0,1,jail,159.0,376.0,75.0,150.0,237.0,373.0
2755,,,,0,1,home detention,159.0,376.0,75.0,150.0,237.0,373.0
2756,,,,1,0,jail,159.0,376.0,75.0,150.0,237.0,373.0
2757,,,,1,0,jail,159.0,376.0,75.0,150.0,237.0,373.0
2758,,,,1,0,jail,159.0,376.0,75.0,150.0,237.0,373.0
2759,,,,1,0,home detention,159.0,376.0,75.0,150.0,237.0,373.0
2760,,,,0,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2761,,,,0,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2762,,,,0,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2763,,,,0,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2764,,,,1,1,work release,163.0,368.0,75.0,142.0,235.0,376.0
2765,,,,1,1,work release,163.0,368.0,75.0,142.0,235.0,376.0
2766,,,,1,1,work release,163.0,368.0,75.0,142.0,235.0,376.0
2767,,,,1,1,work release,163.0,368.0,75.0,142.0,235.0,376.0
2768,,,,1,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2769,,,,1,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2770,,,,1,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2771,,,,1,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2772,,,,1,0,work release,163.0,368.0,75.0,142.0,235.0,376.0
2773,,,,0,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2774,,,,0,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2775,,,,0,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2776,,,,0,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2777,,,,0,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2778,,,,1,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2779,,,,1,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2780,,,,1,1,jail,159.0,357.0,81.0,154.0,229.0,370.0
2781,,,,1,1,home detention,159.0,357.0,81.0,154.0,229.0,370.0
2782,,,,1,1,home detention,159.0,357.0,81.0,154.0,229.0,370.0
2783,,,,1,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2784,,,,1,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2785,,,,1,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2786,,,,1,0,jail,159.0,357.0,81.0,154.0,229.0,370.0
2787,,,,1,0,home detention,159.0,357.0,81.0,154.0,229.0,370.0
2788,,,,0,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2789,,,,0,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2790,,,,0,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2791,,,,1,1,home detention,166.0,367.0,72.0,155.0,224.0,370.0
2792,,,,1,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2793,,,,1,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2794,,,,1,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2795,,,,1,0,jail,166.0,367.0,72.0,155.0,224.0,370.0
2796,,,,1,0,home detention,166.0,367.0,72.0,155.0,224.0,370.0
2797,,,,0,1,jail,170.0,373.0,68.0,150.0,226.0,372.0
2798,,,,0,1,jail,170.0,373.0,68.0,150.0,226.0,372.0
2799,,,,0,1,jail,170.0,373.0,68.0,150.0,226.0,372.0
2800,,,,0,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2801,,,,0,0,jail,170.0,373.0,68.0,150.0,226.0,372.0
2802,,,,1,1,jail,170.0,373.0,68.0,150.0,226.0,372.0
2803,,,,1,1,jail,170.0,373.0,68.0,150.0,226.0,372.0
2804,,,,1,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2805,,,,1,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2806,,,,1,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2807,,,,1,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2808,,,,1,1,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2809,,,,1,0,jail,170.0,373.0,68.0,150.0,226.0,372.0
2810,,,,1,0,jail,170.0,373.0,68.0,150.0,226.0,372.0
2811,,,,1,0,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2812,,,,1,0,home detention,170.0,373.0,68.0,150.0,226.0,372.0
2813,,,,0,1,work release,173.0,377.0,69.0,147.0,231.0,380.0
2814,,,,0,1,work release,173.0,377.0,69.0,147.0,231.0,380.0
2815,,,,0,1,work release,173.0,377.0,69.0,147.0,231.0,380.0
2816,,,,0,0,work release,173.0,377.0,69.0,147.0,231.0,380.0
2817,,,,0,0,work release,173.0,377.0,69.0,147.0,231.0,380.0
2818,,,,1,1,work release,173.0,377.0,69.0,147.0,231.0,380.0
2819,,,,1,0,work release,173.0,377.0,69.0,147.0,231.0,380.0
2820,,,,1,0,work release,173.0,377.0,69.0,147.0,231.0,380.0
2821,,,,0,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2822,,,,0,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2823,,,,0,0,work release,173.0,376.0,76.0,148.0,227.0,380.0
2824,,,,0,0,work release,173.0,376.0,76.0,148.0,227.0,380.0
2825,,,,0,0,work release,173.0,376.0,76.0,148.0,227.0,380.0
2826,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2827,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2828,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2829,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2830,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2831,,,,1,1,work release,173.0,376.0,76.0,148.0,227.0,380.0
2832,,,,0,1,jail,169.0,365.0,88.0,149.0,222.0,377.0
2833,,,,0,1,jail,169.0,365.0,88.0,149.0,222.0,377.0
2834,,,,0,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2835,,,,1,1,jail,169.0,365.0,88.0,149.0,222.0,377.0
2836,,,,1,1,jail,169.0,365.0,88.0,149.0,222.0,377.0
2837,,,,1,1,home detention,169.0,365.0,88.0,149.0,222.0,377.0
2838,,,,1,1,home detention,169.0,365.0,88.0,149.0,222.0,377.0
2839,,,,1,1,home detention,169.0,365.0,88.0,149.0,222.0,377.0
2840,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2841,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2842,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2843,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2844,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2845,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
2846,,,,1,0,jail,169.0,365.0,88.0,149.0,222.0,377.0
